,Unnamed: 0,formatted_address,Address,latitude,longitude,License_Type,Entity_Name,Trade_Name,Concate
323,47,"4625 E Colfax Ave, Denver, CO 80220, USA",4625 E COLFAX AVE DENVER CO,39.7403739,-104.9331588,Retail Marijuana Store,"4625 EAST COLFAX, LLC",THE CLINIC ON COLFAX,"Retail Marijuana Store-4625 EAST COLFAX, LLC"
326,49,"4600 Ironton St, Denver, CO 80239, USA",4600 N IRONTON ST DENVER CO,39.7804258,-104.8625185,Retail Marij Opt. Prem. Cultiv,"COLORADO KIND HOLDINGS, LLC",COLORADO KIND,"Retail Marij Opt. Prem. Cultiv-COLORADO KIND HOLDINGS, LLC"
327,49,"4600 Ironton St, Denver, CO 80239, USA",4600 N IRONTON ST DENVER CO,39.7804258,-104.8625185,Retail Marij Opt. Prem. Cultiv,"3B-38, LLC",BUDDY BOY,"Retail Marij Opt. Prem. Cultiv-3B-38, LLC"
328,49,"4600 Ironton St, Denver, CO 80239, USA",4600 N IRONTON ST DENVER CO,39.7804258,-104.8625185,Retail Marij Opt. Prem. Cultiv,"FRESH BAKED, LLC",FRESH BAKED,"Retail Marij Opt. Prem. Cultiv-FRESH BAKED, LLC"
329,49,"4600 Ironton St, Denver, CO 80239, USA",4600 N IRONTON ST DENVER CO,39.7804258,-104.8625185,Med Marijuana Opt Prem Cultiv,"3B-38, LLC",BUDDY BOY,"Med Marijuana Opt Prem Cultiv-3B-38, LLC"
342,50,"N Mariposa St, Denver, CO, USA",225 N MARIPOSA ST DENVER CO,39.9363392,-105.00246,Retail Marijuana Inf Prod Mfg,"LOVE'S OVEN, LLC",LOVES OVEN,"Retail Marijuana Inf Prod Mfg-LOVE'S OVEN, LLC"
343,50,"N Mariposa St, Denver, CO, USA",225 N MARIPOSA ST DENVER CO,39.9363392,-105.00246,Med Marijuana Inf Prod Manuf,"LOVE'S OVEN, LLC",,"Med Marijuana Inf Prod Manuf-LOVE'S OVEN, LLC"
347,52,"9782 E Girard Ave, Denver, CO 80231, USA",9782 E GIRARD AVE DENVER CO,39.6539121,-104.873806,Retail Marijuana Inf Prod Mfg,THOMASH LLC,ALCHEMY FOOD CO,Retail Marijuana Inf Prod Mfg-THOMASH LLC
348,53,"2059 W 9th Ave, Denver, CO 80204, USA",2059 W 9TH AVE DENVER CO,39.7312738,-105.0124127,Medical Marijuana Center,A CUT OFF THE TOP MEDICAL MARIJUANA LLC,,Medical Marijuana Center-A CUT OFF THE TOP MEDICAL MARIJUANA LLC
349,53,"2059 W 9th Ave, Denver, CO 80204, USA",2059 W 9TH AVE DENVER CO,39.7312738,-105.0124127,Med Marijuana Opt Prem Cultiv,A CUT OFF THE TOP MEDICAL MARIJUANA LLC,,Med Marijuana Opt Prem Cultiv-A CUT OFF THE TOP MEDICAL MARIJUANA LLC
350,53,"2059 W 9th Ave, Denver, CO 80204, USA",2059 W 9TH AVE DENVER CO,39.7312738,-105.0124127,Retail Marij Opt. Prem. Cultiv,"THE CUT OFF THE TOP MEDICAL MARIJUANA, LLC",,"Retail Marij Opt. Prem. Cultiv-THE CUT OFF THE TOP MEDICAL MARIJUANA, LLC"
351,53,"2059 W 9th Ave, Denver, CO 80204, USA",2059 W 9TH AVE DENVER CO,39.7312738,-105.0124127,Retail Marijuana Store,"A CUT OFF THE TOP MEDICAL MARIJUANA, LLC",,"Retail Marijuana Store-A CUT OFF THE TOP MEDICAL MARIJUANA, LLC"
364,54,"5200 Smith Rd, Denver, CO 80216, USA",5200 E Smith  Denver CO,39.7739959,-104.925851,Med Marijuana Opt Prem Cultiv,"GREEN FIELDS, LLC",GREENFIELDS,"Med Marijuana Opt Prem Cultiv-GREEN FIELDS, LLC"
365,54,"5200 Smith Rd, Denver, CO 80216, USA",5200 E Smith  Denver CO,39.7739959,-104.925851,Retail Marij Opt. Prem. Cultiv,GREEN FIELDS LLC,GREENFIELDS,Retail Marij Opt. Prem. Cultiv-GREEN FIELDS LLC
368,55,"Pearl St, Denver, CO 80203, USA",4945 N PEARL ST DENVER CO,39.7320356,-104.9798384,Med Marijuana Inf Prod Manuf,"CC BRANDS, LLC",CHEEBA CHEWS,"Med Marijuana Inf Prod Manuf-CC BRANDS, LLC"
369,55,"Pearl St, Denver, CO 80203, USA",4945 N PEARL ST DENVER CO,39.7320356,-104.9798384,Retail Marijuana Inf Prod Mfg,"CC BRANDS, LLC",CHEEBA CHEWS,"Retail Marijuana Inf Prod Mfg-CC BRANDS, LLC"
372,56,"777 Canosa Ct, Denver, CO 80204, USA",777 N Canosa CT Denver CO,39.7290235,-105.0202192,Med Marijuana Opt Prem Cultiv,"CANOSA PROPERTY INVESTMENTS, LLC",,"Med Marijuana Opt Prem Cultiv-CANOSA PROPERTY INVESTMENTS, LLC"
373,56,"777 Canosa Ct, Denver, CO 80204, USA",777 N Canosa CT Denver CO,39.7290235,-105.0202192,Retail Marij Opt. Prem. Cultiv,"CANOSA PROPERTY INVESTMENTS, LLC",,"Retail Marij Opt. Prem. Cultiv-CANOSA PROPERTY INVESTMENTS, LLC"
376,57,"4570 Jason St, Denver, CO 80211, USA",4570 N JASON ST DENVER CO,39.7795587,-104.9991665,Med Marijuana Opt Prem Cultiv,"METRO DENVER TELLURIDE HEALTH CENTER, LLC",THE HEMP CENTER,"Med Marijuana Opt Prem Cultiv-METRO DENVER TELLURIDE HEALTH CENTER, LLC"
377,57,"4570 Jason St, Denver, CO 80211, USA",4570 N JASON ST DENVER CO,39.7795587,-104.9991665,Med Marijuana Opt Prem Cultiv,KIRKE LLC,THE HEMP CENTER COLORADO SPRINGS,Med Marijuana Opt Prem Cultiv-KIRKE LLC
380,58,"4012 W 38th Ave, Denver, CO 80212, USA",4012 W 38TH AVE DENVER CO,39.7692773,-105.0396581,Retail Marijuana Store,"3B-38, LLC",BUDDY BOY,"Retail Marijuana Store-3B-38, LLC"
381,58,"4012 W 38th Ave, Denver, CO 80212, USA",4012 W 38TH AVE DENVER CO,39.7692773,-105.0396581,Medical Marijuana Center,"3B-38, LLC",BUDDY BOY,"Medical Marijuana Center-3B-38, LLC"
384,59,"2268 S Delaware St, Denver, CO 80223, USA",2268 S DELAWARE ST DENVER CO,39.6754764,-104.9920421,Medical Marijuana Center,"SMOKED COLORADO, INC.",SMOKED,"Medical Marijuana Center-SMOKED COLORADO, INC."
385,59,"2268 S Delaware St, Denver, CO 80223, USA",2268 S DELAWARE ST DENVER CO,39.6754764,-104.9920421,Retail Marijuana Store,"SMOKED COLORADO, INC.",MIGHTY TREE,"Retail Marijuana Store-SMOKED COLORADO, INC."
388,60,"1235 S Huron St, Denver, CO 80223, USA",1235 S HURON ST DENVER CO,39.6942032,-104.9971659,Med Marijuana Inf Prod Manuf,"ALLGREENS, LLC",,"Med Marijuana Inf Prod Manuf-ALLGREENS, LLC"
389,60,"1235 S Huron St, Denver, CO 80223, USA",1235 S HURON ST DENVER CO,39.6942032,-104.9971659,Med Marijuana Opt Prem Cultiv,"ALLGREENS, LLC",,"Med Marijuana Opt Prem Cultiv-ALLGREENS, LLC"
390,60,"1235 S Huron St, Denver, CO 80223, USA",1235 S HURON ST DENVER CO,39.6942032,-104.9971659,Retail Marijuana Inf Prod Mfg,"ALLGREENS, LLC",,"Retail Marijuana Inf Prod Mfg-ALLGREENS, LLC"
397,62,"2563 15th St, Denver, CO 80211, USA",2563  15TH ST DENVER CO,39.7582707,-105.011317,Medical Marijuana Center,"MHFS, LLC",GOOD CHEMISTRY,"Medical Marijuana Center-MHFS, LLC"
398,63,"7870 W Quincy Ave, Littleton, CO 80123, USA",7870 W QUINCY AVE DENVER CO,39.6382756,-105.084793,Retail Marijuana Store,"RJJ SHERIDAN, LLC",NATIVE ROOTS LITTLETON,"Retail Marijuana Store-RJJ SHERIDAN, LLC"
399,63,"7870 W Quincy Ave, Littleton, CO 80123, USA",7870 W QUINCY AVE DENVER CO,39.6382756,-105.084793,Medical Marijuana Center,"RJJ SHERIDAN, LLC",NATIVE ROOTS LITTLETON,"Medical Marijuana Center-RJJ SHERIDAN, LLC"
402,64,"1395 S Acoma St, Denver, CO 80223, USA",1395 S ACOMA ST DENVER CO,39.6914513,-104.9888812,Retail Marij Opt. Prem. Cultiv,"DOCTOR'S ORDERS, LLC",DOCTOR'S ORDERS,"Retail Marij Opt. Prem. Cultiv-DOCTOR'S ORDERS, LLC"
403,64,"1395 S Acoma St, Denver, CO 80223, USA",1395 S ACOMA ST DENVER CO,39.6914513,-104.9888812,Med Marijuana Opt Prem Cultiv,DOCTORS ORDERS LLC,DOCTORS ORDERS,Med Marijuana Opt Prem Cultiv-DOCTORS ORDERS LLC
406,65,"4140 York St, Denver, CO 80216, USA",4140 N YORK ST DENVER CO,39.7751694,-104.9593481,Med Marijuana Inf Prod Manuf,"OVERMOUNT, LLC",,"Med Marijuana Inf Prod Manuf-OVERMOUNT, LLC"
407,65,"4140 York St, Denver, CO 80216, USA",4140 N YORK ST DENVER CO,39.7751694,-104.9593481,Retail Marijuana Inf Prod Mfg,"OVERMOUNT, LLC",,"Retail Marijuana Inf Prod Mfg-OVERMOUNT, LLC"
408,65,"4140 York St, Denver, CO 80216, USA",4140 N YORK ST DENVER CO,39.7751694,-104.9593481,Med Marijuana Opt Prem Cultiv,"OVERMOUNT, LLC",,"Med Marijuana Opt Prem Cultiv-OVERMOUNT, LLC"
415,66,"3770 Paris St, Denver, CO 80239, USA",3770 N PARIS ST DENVER CO,39.7693675,-104.8482894,Retail Marijuana Inf Prod Mfg,"PEAK HOLDINGS GROUP, LLC",PEAK,"Retail Marijuana Inf Prod Mfg-PEAK HOLDINGS GROUP, LLC"
416,66,"3770 Paris St, Denver, CO 80239, USA",3770 N PARIS ST DENVER CO,39.7693675,-104.8482894,Retail Marijuana Inf Prod Mfg,BETTER BAKED LLC,CAFE MARLEY,Retail Marijuana Inf Prod Mfg-BETTER BAKED LLC
417,66,"3770 Paris St, Denver, CO 80239, USA",3770 N PARIS ST DENVER CO,39.7693675,-104.8482894,Med Marijuana Inf Prod Manuf,BETTER BAKED LLC,,Med Marijuana Inf Prod Manuf-BETTER BAKED LLC
418,66,"3770 Paris St, Denver, CO 80239, USA",3770 N PARIS ST DENVER CO,39.7693675,-104.8482894,Med Marijuana Inf Prod Manuf,"PEAK HOLDING GROUP, LLC",PEAK,"Med Marijuana Inf Prod Manuf-PEAK HOLDING GROUP, LLC"
419,66,"3770 Paris St, Denver, CO 80239, USA",3770 N PARIS ST DENVER CO,39.7693675,-104.8482894,Retail Marij Opt. Prem. Cultiv,"PEAK HOLDINGS GROUP, LLC",PEAK,"Retail Marij Opt. Prem. Cultiv-PEAK HOLDINGS GROUP, LLC"
440,67,"4935 York St, Denver, CO 80216, USA",4935 N YORK ST DENVER CO,39.7855193,-104.9597114,Medical Marijuana Center,"RIVERROCK, LLC",RIVERROCK WELLNESS,"Medical Marijuana Center-RIVERROCK, LLC"
441,67,"4935 York St, Denver, CO 80216, USA",4935 N YORK ST DENVER CO,39.7855193,-104.9597114,Retail Marijuana Store,RIVERROCK LLC,RIVERROCK,Retail Marijuana Store-RIVERROCK LLC
442,67,"4935 York St, Denver, CO 80216, USA",4935 N YORK ST DENVER CO,39.7855193,-104.9597114,Med Marijuana Opt Prem Cultiv,RIVERROCK LLC,RIVERROCK WELLNESS,Med Marijuana Opt Prem Cultiv-RIVERROCK LLC
449,69,"1136 Yuma Ct, Denver, CO 80204, USA",1136 N YUMA CT DENVER CO,39.7343123,-105.0143072,Med Marijuana Opt Prem Cultiv,YUMA WAY LLC,1136 YUMA,Med Marijuana Opt Prem Cultiv-YUMA WAY LLC
450,69,"1136 Yuma Ct, Denver, CO 80204, USA",1136 N YUMA CT DENVER CO,39.7343123,-105.0143072,Retail Marijuana Store,"YUMA WAY, LLC",1136 YUMA,"Retail Marijuana Store-YUMA WAY, LLC"
451,69,"1136 Yuma Ct, Denver, CO 80204, USA",1136 N YUMA CT DENVER CO,39.7343123,-105.0143072,Retail Marij Opt. Prem. Cultiv,"YUMA WAY, LLC",1136 YUMA,"Retail Marij Opt. Prem. Cultiv-YUMA WAY, LLC"
458,71,"Wyandot St, Denver, CO, USA",231 N WYANDOT ST DENVER CO,39.7777652,-105.0146377,Retail Marij Opt. Prem. Cultiv,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,,Retail Marij Opt. Prem. Cultiv-ALTERNATIVE MEDICINE ON CAPITOL HILL LLC
459,71,"Wyandot St, Denver, CO, USA",231 N WYANDOT ST DENVER CO,39.7777652,-105.0146377,Med Marijuana Opt Prem Cultiv,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,,Med Marijuana Opt Prem Cultiv-ALTERNATIVE MEDICINE ON CAPITOL HILL LLC
462,73,"10625 E 51st Ave, Denver, CO 80239, USA",10625 E 51st AVE Denver CO,39.790871,-104.8645253,Retail Marij Opt. Prem. Cultiv,"SAPPHIRE POINT GROUP, LLC",,"Retail Marij Opt. Prem. Cultiv-SAPPHIRE POINT GROUP, LLC"
463,73,"10625 E 51st Ave, Denver, CO 80239, USA",10625 E 51st AVE Denver CO,39.790871,-104.8645253,Retail Marijuana Store,"SHRED INVESTMENTS, LLC",HIGH WEST CANNABIS,"Retail Marijuana Store-SHRED INVESTMENTS, LLC"
466,74,"1828 S Bannock St, Denver, CO 80223, USA",1828 S BANNOCK ST DENVER CO,39.683411,-104.989611,Retail Marij Opt. Prem. Cultiv,STONE T.M.C LLC,THE STONE DISPENSARY,Retail Marij Opt. Prem. Cultiv-STONE T.M.C LLC
467,74,"1828 S Bannock St, Denver, CO 80223, USA",1828 S BANNOCK ST DENVER CO,39.683411,-104.989611,Med Marijuana Opt Prem Cultiv,"STONE T. M. C., LLC",THE STONE DISPENSARY,"Med Marijuana Opt Prem Cultiv-STONE T. M. C., LLC"
470,76,"4696 Glencoe St, Denver, CO 80216, USA",4696 N GLENCOE ST DENVER CO,39.7810091,-104.9255224,Retail Marijuana Inf Prod Mfg,"SMART CARE, LLC",SMART CARE EXTRACTS,"Retail Marijuana Inf Prod Mfg-SMART CARE, LLC"
471,77,"1755 S Broadway, Denver, CO 80210, USA",1755 S BROADWAY  DENVER CO,39.6847127,-104.9877515,Medical Marijuana Center,"BACK TO THE GARDEN HEALTH & WELLNESS CENTER, LLC.",BACK TO THE GARDEN,"Medical Marijuana Center-BACK TO THE GARDEN HEALTH & WELLNESS CENTER, LLC."
472,77,"1755 S Broadway, Denver, CO 80210, USA",1755 S BROADWAY  DENVER CO,39.6847127,-104.9877515,Retail Marijuana Store,BACK TO THE GARDEN HEALTH & WELLNESS CENTER LLC,,Retail Marijuana Store-BACK TO THE GARDEN HEALTH & WELLNESS CENTER LLC
476,79,"4242 Elizabeth St, Denver, CO 80216, USA",4242 N ELIZABETH ST DENVER CO,39.7758847,-104.9561345,Med Marijuana Inf Prod Manuf,"VENTURE PRODUCT CONSULTING, LLC",RIZE,"Med Marijuana Inf Prod Manuf-VENTURE PRODUCT CONSULTING, LLC"
477,79,"4242 Elizabeth St, Denver, CO 80216, USA",4242 N ELIZABETH ST DENVER CO,39.7758847,-104.9561345,Retail Marijuana Inf Prod Mfg,"VENTURE PRODUCT CONSULTING, LLC",RIZE,"Retail Marijuana Inf Prod Mfg-VENTURE PRODUCT CONSULTING, LLC"
492,80,"2323 S Lipan St, Denver, CO 80223, USA",2323 S LIPAN ST DENVER CO,39.6741962,-105.0021415,Retail Marij Opt. Prem. Cultiv,"DOCTORS ORDERS, LLC",DOCTOR'S ORDERS,"Retail Marij Opt. Prem. Cultiv-DOCTORS ORDERS, LLC"
495,81,"330 E Colfax Ave, Denver, CO 80203, USA",330 E COLFAX AVE DENVER CO,39.7398235,-104.982628,Retail Marijuana Store,SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,Retail Marijuana Store-SWEETWATER PARTNERS LLC
496,81,"330 E Colfax Ave, Denver, CO 80203, USA",330 E COLFAX AVE DENVER CO,39.7398235,-104.982628,Medical Marijuana Center,"SWEETWATER PARTNERS, LLC",GOOD CHEMISTRY,"Medical Marijuana Center-SWEETWATER PARTNERS, LLC"
499,82,"4550 Jackson St, Denver, CO 80216, USA",4550 N JACKSON ST DENVER CO,39.7793899,-104.9426271,Retail Marij Opt. Prem. Cultiv,"TREATMENTS UNLIMITED, LLC",ALTITUDE EAST,"Retail Marij Opt. Prem. Cultiv-TREATMENTS UNLIMITED, LLC"
500,82,"4550 Jackson St, Denver, CO 80216, USA",4550 N JACKSON ST DENVER CO,39.7793899,-104.9426271,Med Marijuana Opt Prem Cultiv,"TREATMENTS UNLIMITED, LLC",ALTITUDE EAST,"Med Marijuana Opt Prem Cultiv-TREATMENTS UNLIMITED, LLC"
503,83,"1930 E 40th Ave, Denver, CO 80205, USA",1930 E 40th AVE Denver CO,39.7727566,-104.9639155,Retail Marij Opt. Prem. Cultiv,"ALTITUDE WELLNESS CENTER, LLC",NATURE'S HERBS & WELLNESS DTC,"Retail Marij Opt. Prem. Cultiv-ALTITUDE WELLNESS CENTER, LLC"
504,84,"1131 S Bannock St, Denver, CO 80223, USA",1131 S BANNOCK ST DENVER CO,39.696064,-104.990467,Med Marijuana Opt Prem Cultiv,"ALTITUDE WELLNESS CENTER, LLC",NATURE'S HERBS AND WELLENESS DTC,"Med Marijuana Opt Prem Cultiv-ALTITUDE WELLNESS CENTER, LLC"
508,85,"10555 E 45th Ave, Denver, CO 80239, USA",10555 E 45TH AVE DENVER CO,39.7795275,-104.8645385,Medical Marijuana Center,"RD INDUSTRIES II, LLC",HOUSE OF DANKNESS,"Medical Marijuana Center-RD INDUSTRIES II, LLC"
509,85,"10555 E 45th Ave, Denver, CO 80239, USA",10555 E 45TH AVE DENVER CO,39.7795275,-104.8645385,Med Marijuana Opt Prem Cultiv,"R.D. INDUSTRIES II, LLC",HOUSE OF DANKNESS,"Med Marijuana Opt Prem Cultiv-R.D. INDUSTRIES II, LLC"
510,85,"10555 E 45th Ave, Denver, CO 80239, USA",10555 E 45TH AVE DENVER CO,39.7795275,-104.8645385,Retail Marijuana Inf Prod Mfg,"R.D. INDUSTRIES, LLC",,"Retail Marijuana Inf Prod Mfg-R.D. INDUSTRIES, LLC"
511,85,"10555 E 45th Ave, Denver, CO 80239, USA",10555 E 45TH AVE DENVER CO,39.7795275,-104.8645385,Retail Marij Opt. Prem. Cultiv,R.D. INDUSTRIES LLC,,Retail Marij Opt. Prem. Cultiv-R.D. INDUSTRIES LLC
512,85,"10555 E 45th Ave, Denver, CO 80239, USA",10555 E 45TH AVE DENVER CO,39.7795275,-104.8645385,Med Marijuana Inf Prod Manuf,"R.D. INDUSTRIES, LLC",,"Med Marijuana Inf Prod Manuf-R.D. INDUSTRIES, LLC"
533,87,"4300 Forest St, Denver, CO 80216, USA",4300 N FOREST ST DENVER CO,39.7769306,-104.9265656,Med Marijuana Opt Prem Cultiv,"EC LABS, LLC",ENDOCANNA,"Med Marijuana Opt Prem Cultiv-EC LABS, LLC"
534,87,"4300 Forest St, Denver, CO 80216, USA",4300 N FOREST ST DENVER CO,39.7769306,-104.9265656,Med Marijuana Inf Prod Manuf,"EC LABS, LLC",ENDOCANNA,"Med Marijuana Inf Prod Manuf-EC LABS, LLC"
535,87,"4300 Forest St, Denver, CO 80216, USA",4300 N FOREST ST DENVER CO,39.7769306,-104.9265656,Retail Marijuana Inf Prod Mfg,"EC LABS, LLC",ENDOCANNA; BETTER CONCENTRATES,"Retail Marijuana Inf Prod Mfg-EC LABS, LLC"
536,87,"4300 Forest St, Denver, CO 80216, USA",4300 N FOREST ST DENVER CO,39.7769306,-104.9265656,Retail Marij Opt. Prem. Cultiv,"EC LABS, LLC",ENDOCANNA,"Retail Marij Opt. Prem. Cultiv-EC LABS, LLC"
549,88,"4735 Oakland St, Denver, CO 80239, USA",4735 N OAKLAND ST DENVER CO,39.7833184,-104.8512081,Med Marijuana Opt Prem Cultiv,"GREEN LIFE SOLUTIONS, LLC",GREEN TREE MEDICINALS,"Med Marijuana Opt Prem Cultiv-GREEN LIFE SOLUTIONS, LLC"
550,89,"3835 Elm St, Denver, CO 80207, USA",3835 N ELM ST DENVER CO,39.7698867,-104.9298508,Retail Marij Opt. Prem. Cultiv,"JGB VENTURES, LLC",DANK,"Retail Marij Opt. Prem. Cultiv-JGB VENTURES, LLC"
551,89,"3835 Elm St, Denver, CO 80207, USA",3835 N ELM ST DENVER CO,39.7698867,-104.9298508,Med Marijuana Opt Prem Cultiv,"JGB VENTURES, LLC","DANK, LLC","Med Marijuana Opt Prem Cultiv-JGB VENTURES, LLC"
552,89,"3835 Elm St, Denver, CO 80207, USA",3835 N ELM ST DENVER CO,39.7698867,-104.9298508,Medical Marijuana Center,"JGB VENTURES, LLC",DANK,"Medical Marijuana Center-JGB VENTURES, LLC"
559,90,"910 16th St Mall, Denver, CO 80202, USA",910  16TH ST DENVER CO,39.7466361,-104.9943582,Retail Marijuana Store,"ALTERNATIVE MEDICINE ON THE MALL, LLC",NATIVE ROOTS SPEER,"Retail Marijuana Store-ALTERNATIVE MEDICINE ON THE MALL, LLC"
560,90,"910 16th St Mall, Denver, CO 80202, USA",910  16TH ST DENVER CO,39.7466361,-104.9943582,Medical Marijuana Center,"ALTERNATIVE MEDICINE ON THE MALL, LLC",NATIVE ROOTS SPEER,"Medical Marijuana Center-ALTERNATIVE MEDICINE ON THE MALL, LLC"
563,91,"5156 N Clarkson St, Denver, CO 80205, USA",5156 N CLARKSON ST DENVER CO,39.7546312,-104.9769565,Med Marijuana Inf Prod Manuf,"CLIINTEL CAPITAL GROUP, LLC",CLEAR COLORADO GROUP,"Med Marijuana Inf Prod Manuf-CLIINTEL CAPITAL GROUP, LLC"
564,91,"5156 N Clarkson St, Denver, CO 80205, USA",5156 N CLARKSON ST DENVER CO,39.7546312,-104.9769565,Retail Marijuana Inf Prod Mfg,"CLIINTEL CAPITAL GROUP, LLC",CLEAR COLORADO GROUP,"Retail Marijuana Inf Prod Mfg-CLIINTEL CAPITAL GROUP, LLC"
565,91,"5156 N Clarkson St, Denver, CO 80205, USA",5156 N CLARKSON ST DENVER CO,39.7546312,-104.9769565,Retail Marij Opt. Prem. Cultiv,SKL HOLDINGS III LLC,SKL HOLDINGS III LLC,Retail Marij Opt. Prem. Cultiv-SKL HOLDINGS III LLC
572,92,"2568 S Broadway, Denver, CO 80210, USA",2568 S BROADWAY  DENVER CO,39.6700384,-104.9873064,Retail Marij Opt. Prem. Cultiv,"HERBAL ALTERNATIVES, LLC",NEW BROADSTERDAM,"Retail Marij Opt. Prem. Cultiv-HERBAL ALTERNATIVES, LLC"
573,92,"2568 S Broadway, Denver, CO 80210, USA",2568 S BROADWAY  DENVER CO,39.6700384,-104.9873064,Med Marijuana Opt Prem Cultiv,"HERBAL ALTERNATIVES, LLC",NEW BROADSTERDAM,"Med Marijuana Opt Prem Cultiv-HERBAL ALTERNATIVES, LLC"
574,92,"2568 S Broadway, Denver, CO 80210, USA",2568 S BROADWAY  DENVER CO,39.6700384,-104.9873064,Retail Marijuana Store,"HERBAL ALTERNATIVES, LLC",NEW BROADSTERDAM,"Retail Marijuana Store-HERBAL ALTERNATIVES, LLC"
581,93,"879 N Federal Blvd, Denver, CO 80204, USA",879 N FEDERAL BLVD DENVER CO,39.7329738,-105.0251809,Retail Marijuana Test Facility,"PHYTATECH CO, LLC",,"Retail Marijuana Test Facility-PHYTATECH CO, LLC"
582,94,"5155 E 46th Ave, Denver, CO 80216, USA",5155 E 46TH AVE DENVER CO,39.7807849,-104.9283907,Retail Marijuana Store,"DENCO, LLC",,"Retail Marijuana Store-DENCO, LLC"
583,94,"5155 E 46th Ave, Denver, CO 80216, USA",5155 E 46TH AVE DENVER CO,39.7807849,-104.9283907,Med Marijuana Opt Prem Cultiv,"DENCO, LLC",,"Med Marijuana Opt Prem Cultiv-DENCO, LLC"
584,94,"5155 E 46th Ave, Denver, CO 80216, USA",5155 E 46TH AVE DENVER CO,39.7807849,-104.9283907,Medical Marijuana Center,"DENCO, LLC",,"Medical Marijuana Center-DENCO, LLC"
585,94,"5155 E 46th Ave, Denver, CO 80216, USA",5155 E 46TH AVE DENVER CO,39.7807849,-104.9283907,Retail Marij Opt. Prem. Cultiv,"DENCO, LLC",,"Retail Marij Opt. Prem. Cultiv-DENCO, LLC"
598,95,"5050 York St, Denver, CO 80216, USA",5050 N YORK ST DENVER CO,39.7883816,-104.9583707,Retail Marijuana Store,"TWOG-YORK, LLC",BUDDY BOY,"Retail Marijuana Store-TWOG-YORK, LLC"
599,95,"5050 York St, Denver, CO 80216, USA",5050 N YORK ST DENVER CO,39.7883816,-104.9583707,Med Marijuana Opt Prem Cultiv,"TWOG-FEDERAL, LLC",BUDDY BOY,"Med Marijuana Opt Prem Cultiv-TWOG-FEDERAL, LLC"
600,95,"5050 York St, Denver, CO 80216, USA",5050 N YORK ST DENVER CO,39.7883816,-104.9583707,Medical Marijuana Center,"TWOG-YORK, LLC",BUDDY BOY,"Medical Marijuana Center-TWOG-YORK, LLC"
607,96,"1308 S Jason St, Denver, CO 80223, USA",1308 S JASON ST DENVER CO,39.6928835,-104.9988092,Med Marijuana Inf Prod Manuf,"MEDICALLY CORRECT, LLC",INCREDIBLES,"Med Marijuana Inf Prod Manuf-MEDICALLY CORRECT, LLC"
608,96,"1308 S Jason St, Denver, CO 80223, USA",1308 S JASON ST DENVER CO,39.6928835,-104.9988092,Retail Marijuana Inf Prod Mfg,"MEDICALLY CORRECT, LLC",INCREDIBLES,"Retail Marijuana Inf Prod Mfg-MEDICALLY CORRECT, LLC"
609,96,"1308 S Jason St, Denver, CO 80223, USA",1308 S JASON ST DENVER CO,39.6928835,-104.9988092,Med Marijuana Opt Prem Cultiv,MEDICALLY CORRECT LLC,INCREDIBLES,Med Marijuana Opt Prem Cultiv-MEDICALLY CORRECT LLC
616,97,"1994 S Cherokee St, Denver, CO 80223, USA",1994 S CHEROKEE ST DENVER CO,39.6804677,-104.9910009,Med Marijuana Opt Prem Cultiv,"SMOKED COLORADO, INC.",MIGHTY TREE,"Med Marijuana Opt Prem Cultiv-SMOKED COLORADO, INC."
617,97,"1994 S Cherokee St, Denver, CO 80223, USA",1994 S CHEROKEE ST DENVER CO,39.6804677,-104.9910009,Retail Marij Opt. Prem. Cultiv,"SMOKED DENVER, LLC",MIGHTY TREE,"Retail Marij Opt. Prem. Cultiv-SMOKED DENVER, LLC"
620,98,"1115 S Bannock St, Denver, CO 80223, USA",1115 S BANNOCK ST DENVER CO,39.6962292,-104.9904559,Retail Marij Opt. Prem. Cultiv,"ANIMAS HERBAL WELLNESS CENTER, INC",PROHIBITION HERB,"Retail Marij Opt. Prem. Cultiv-ANIMAS HERBAL WELLNESS CENTER, INC"
621,98,"1115 S Bannock St, Denver, CO 80223, USA",1115 S BANNOCK ST DENVER CO,39.6962292,-104.9904559,Med Marijuana Opt Prem Cultiv,"ANIMAS HERBAL WELLNESS CENTER, INC",PROHIBITION HERB,"Med Marijuana Opt Prem Cultiv-ANIMAS HERBAL WELLNESS CENTER, INC"
624,99,"3555 S Yosemite St, Denver, CO 80237, USA",3555 S YOSEMITE ST DENVER CO,39.6518281,-104.8853928,Medical Marijuana Center,"ASCEND II, LLC",ASCEND II,"Medical Marijuana Center-ASCEND II, LLC"
625,99,"3555 S Yosemite St, Denver, CO 80237, USA",3555 S YOSEMITE ST DENVER CO,39.6518281,-104.8853928,Retail Marijuana Store,"ASCEND II, LLC",ASCEND II,"Retail Marijuana Store-ASCEND II, LLC"
629,101,"1406 W 38th Ave, Denver, CO 80211, USA",1406 W 38TH AVE DENVER CO,39.7691468,-105.003299,Retail Marijuana Store,"DOCTOR'S ORDERS, LLC",DOCTOR'S ORDERS,"Retail Marijuana Store-DOCTOR'S ORDERS, LLC"
